day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,trades,ret_5,ret_10,ret_20,ret_100,ret_200,alpha_buy_diff,alpha_sell_diff
-2,0,AMETHYSTS,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,0.0,"[('9996.0', '1'), ('9996.0', '1')]",0.0,0.0003,0.0,0.0,0.0,-39487.917503905475,-27574.40214239114
-2,100,AMETHYSTS,10000.0,5.0,9995.0,20.0,,,10005.0,20.0,,,,,10002.5,0.0,[],-0.000249937515621,-0.0001499625093726,-0.000249937515621,0.0,9.997500624843787e-05,-7691.150502343286,59493.75871456532
-2,200,AMETHYSTS,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,0.0,[],0.0001,0.0001,0.0003,0.0,0.0003,-20616.29030140597,-40342.14477126081
-2,300,AMETHYSTS,9996.0,1.0,9995.0,26.0,,,10004.0,1.0,10005.0,26.0,,,10000.0,0.0,[],0.0,0.00025,0.0,0.0,0.0,-12369.774180843582,-24205.286862756486
-2,400,AMETHYSTS,9995.0,20.0,,,,,9998.0,3.0,10002.0,9.0,10005.0,20.0,9996.5,0.0,[],0.00035012254289,0.0,0.00035012254289,0.0002500875306357,0.00035012254289,68539.73549149386,-6527.17211765389
-2,500,AMETHYSTS,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,0.0,[],0.0003,0.0,-0.00035,0.0,0.0,81103.84129489632,104146.09672940767
-2,600,AMETHYSTS,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,0.0,[],0.0001,0.0,0.0,-0.0001,-0.00035,48662.304776937795,62487.6580376446
-2,700,AMETHYSTS,9998.0,5.0,9996.0,1.0,9995.0,27.0,10004.0,1.0,10005.0,27.0,,,10001.0,0.0,[],0.0,-0.0002499750024997,-0.0001999800019998,-9.999000099990002e-05,-9.999000099990002e-05,-70746.61713383732,-78565.80517741325
-2,800,AMETHYSTS,9996.0,2.0,9995.0,21.0,,,10004.0,2.0,10005.0,21.0,,,10000.0,0.0,[],0.00025,0.00015,0.0,0.0,0.0,-54447.170280302395,-43137.883106447945
-2,900,AMETHYSTS,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,0.0,[],-0.00035,0.0,0.0,0.0,-0.0003,79274.89783181858,86174.07013613124
-2,1000,AMETHYSTS,10002.0,1.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10003.0,0.0,[],-0.0002999100269919,-0.0002999100269919,0.0,-0.0002999100269919,-0.0002999100269919,-68374.26130090887,-60352.357918321264
-2,1100,AMETHYSTS,9998.0,3.0,9996.0,1.0,9995.0,25.0,10004.0,1.0,10005.0,25.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-33027.756780545315,-40213.014750992756
-2,1200,AMETHYSTS,9998.0,6.0,9996.0,1.0,9995.0,27.0,10004.0,1.0,10005.0,27.0,,,10001.0,0.0,[],-0.0002499750024997,0.0001999800019998,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-7819.054068327188,-24127.80885059565
-2,1300,AMETHYSTS,10000.0,3.0,9995.0,23.0,,,10005.0,23.0,,,,,10002.5,0.0,[],-9.997500624843787e-05,-0.000249937515621,-0.000249937515621,-0.000249937515621,-0.0003499125218695,-16686.632440996313,73567.71468964261
-2,1400,AMETHYSTS,9995.0,26.0,,,,,9998.0,3.0,10005.0,26.0,,,9996.5,0.0,[],0.00035012254289,0.00035012254289,0.00035012254289,0.00035012254289,0.00035012254289,81936.02053540222,-35907.77118621444
-2,1500,AMETHYSTS,9996.0,2.0,9995.0,25.0,,,10004.0,2.0,10005.0,25.0,,,10000.0,0.0,"[('10004.0', '1')]",0.0,-0.00035,0.0,0.00035,-0.0001,-46789.58767875868,-25539.062711728668
-2,1600,AMETHYSTS,9996.0,1.0,9995.0,23.0,,,10004.0,1.0,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,0.00015,-0.00015,0.0,-32072.15260725521,-19325.0376270372
-2,1700,AMETHYSTS,9995.0,28.0,,,,,10002.0,6.0,10005.0,28.0,,,9998.5,0.0,[],0.0004500675101265,5.000750112516878e-05,0.0001500225033755,0.0001500225033755,0.0001500225033755,88702.30843564688,8408.17742377768
-2,1800,AMETHYSTS,9998.0,10.0,9995.0,24.0,,,10005.0,24.0,,,,,10001.5,0.0,[],-0.0001499775033744,-0.0001499775033744,-0.0002999550067489,-0.0001499775033744,0.0001499775033744,-18730.614938611878,77088.1064542666
-2,1900,AMETHYSTS,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.00015,-47231.96896316712,-45793.53612744005
-2,2000,AMETHYSTS,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,0.0,[],-0.00035,0.0003,0.00015,0.0,0.00015,-28339.181377900273,-27476.12167646403
-2,2100,AMETHYSTS,9996.0,2.0,9995.0,20.0,,,10004.0,2.0,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,0.00015,0.0,0.0,-13005.108826740163,-12484.073005878416
-2,2200,AMETHYSTS,10002.0,1.0,9996.0,1.0,9995.0,25.0,10004.0,1.0,10005.0,25.0,,,10003.0,0.0,[],-0.0003998800359892,-0.0002999100269919,-0.0001999400179946,-0.0002999100269919,-0.0003998800359892,-11799.065296044097,-11492.043803527049
-2,2300,AMETHYSTS,9996.0,2.0,9995.0,28.0,,,10004.0,2.0,10005.0,28.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.00015,0.0,-3083.4391776264574,-2893.626282116229
-2,2400,AMETHYSTS,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,0.0,[],0.0,0.0,0.0001,0.0,0.0,110093.13649342414,110320.62423073026
-2,2500,AMETHYSTS,9995.0,21.0,,,,,9998.0,1.0,10005.0,21.0,,,9996.5,0.0,"[('9998.0', '1')]",0.0006502275796528,0.00035012254289,0.0004501575551443,0.0002500875306357,0.00035012254289,30073.88189605449,-49868.425461561856
-2,2600,AMETHYSTS,9996.0,1.0,9995.0,21.0,,,10004.0,1.0,10005.0,21.0,,,10000.0,0.0,[],0.0,0.00015,0.0,0.0,0.0,-61915.27086236731,-29918.655276937112
-2,2700,AMETHYSTS,9996.0,1.0,9995.0,26.0,,,10002.0,8.0,10004.0,1.0,10005.0,26.0,9999.0,0.0,[],0.0001000100010001,0.0001000100010001,0.0,0.0001000100010001,-0.0002500250025002,-37149.16251742039,10053.606833837737
-2,2800,AMETHYSTS,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,0.0,[],0.0,-0.00015,-0.0001,-0.00035,0.0003,85656.10248954777,86081.76410030265
-2,2900,AMETHYSTS,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,0.0,[],0.0,0.0,0.0003,-0.00035,0.0,59389.661493728665,59653.058460181586
-2,3000,AMETHYSTS,10002.0,3.0,9996.0,2.0,9995.0,26.0,10004.0,2.0,10005.0,26.0,,,10003.0,0.0,[],-0.0002999100269919,-0.0001499550134959,-0.0003998800359892,-0.0005998200539838,0.0,-72303.80310376281,-76264.96492389105
-2,3100,AMETHYSTS,9996.0,2.0,9995.0,23.0,,,10004.0,2.0,10005.0,23.0,,,10000.0,0.0,[],0.00015,0.00015,0.0,0.0002,-0.0003,-47387.88186225768,-45758.97895433463
-2,3200,AMETHYSTS,9996.0,2.0,9995.0,26.0,,,10004.0,2.0,10005.0,26.0,,,10000.0,0.0,"[('9996.0', '1')]",0.0,0.0001,0.0,-0.0001,0.0,-28432.729117354607,-27455.387372600777
-2,3300,AMETHYSTS,9995.0,20.0,,,,,10005.0,20.0,,,,,10000.0,0.0,"[('9995.0', '2')]",-0.00015,0.0,0.0,-0.0001,0.0001,54903.56252958723,55563.56757643954
-2,3400,AMETHYSTS,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0001,0.0,0.0001,0.0,-43019.46248224767,-42700.259454136285
-2,3500,AMETHYSTS,9996.0,2.0,9995.0,29.0,,,10004.0,2.0,10005.0,29.0,,,10000.0,0.0,[],0.00015,0.0001,0.0001,0.00015,0.0,-21813.2774893486,-21618.555672481772
-2,3600,AMETHYSTS,9998.0,3.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,0.0,"[('10005.0', '6')]",0.0,-0.0001499775033744,4.999250112483127e-05,9.998500224966256e-05,-0.0002499625056241,-9087.166493609158,83077.66659651094
-2,3700,AMETHYSTS,9996.0,2.0,9995.0,25.0,,,10004.0,2.0,10005.0,25.0,,,10000.0,0.0,[],0.0001,-0.0001,-0.00015,0.0,0.0,-9453.099896165495,-46202.20004209344
-2,3800,AMETHYSTS,9995.0,27.0,,,,,10002.0,7.0,10005.0,27.0,,,9998.5,0.0,[],0.0001500225033755,5.000750112516878e-05,0.0001500225033755,0.0001500225033755,0.0001500225033755,94277.34006230072,-7718.920025256062
-2,3900,AMETHYSTS,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,0.0,[],0.0001,0.0003,0.0001,0.0,-0.00035,-47381.195962619575,-28635.352015153636
-2,4000,AMETHYSTS,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,0.0,"[('9998.0', '1')]",-4.999250112483127e-05,-0.0002499625056241,-0.0001499775033744,-0.0001499775033744,-0.0001499775033744,-24428.717577571744,86871.18879090782
-2,4100,AMETHYSTS,9998.0,8.0,9995.0,28.0,,,10005.0,28.0,,,,,10001.5,0.0,[],-0.0001499775033744,-0.0001499775033744,-0.0001499775033744,-0.0001499775033744,-0.0002499625056241,9337.969453456955,56124.713274544694
-2,4200,AMETHYSTS,9998.0,6.0,9996.0,2.0,9995.0,23.0,10004.0,2.0,10005.0,23.0,,,10001.0,0.0,"[('10004.0', '2'), ('10004.0', '1')]",-0.0001999800019998,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-2395.6183279258275,-70377.97203527318
-2,4300,AMETHYSTS,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,0.0,[],-0.0001,0.0,0.0,0.0,0.00035,78515.42900324451,53822.01677883609
-2,4400,AMETHYSTS,9998.0,8.0,9996.0,1.0,9995.0,28.0,10004.0,1.0,10005.0,28.0,,,10001.0,0.0,[],0.0001999800019998,-9.999000099990002e-05,-9.999000099990002e-05,-0.0002499750024997,-9.999000099990002e-05,-24845.142598053302,-67757.18993269835
-2,4500,AMETHYSTS,9998.0,1.0,9996.0,1.0,9995.0,29.0,10004.0,1.0,10005.0,29.0,,,10001.0,0.0,[],-0.0001999800019998,0.0,9.999000099990002e-05,-0.0001999800019998,0.0,-42901.485558831984,-40654.31395961901
-2,4600,AMETHYSTS,9996.0,2.0,9995.0,29.0,,,10004.0,2.0,10005.0,29.0,,,10000.0,0.0,[],0.0,0.0002,0.0,0.0,0.0,-21743.29133529919,-20390.988375771405
-2,4700,AMETHYSTS,9996.0,1.0,9995.0,29.0,,,10002.0,3.0,10004.0,1.0,10005.0,29.0,9999.0,0.0,[],0.0001000100010001,-5.000500050005001e-05,0.0002000200020002,0.0001000100010001,0.0001000100010001,-17044.374801179514,-8235.393025462841
-2,4800,AMETHYSTS,9996.0,2.0,9995.0,24.0,,,10002.0,6.0,10004.0,2.0,10005.0,24.0,9999.0,0.0,[],0.0001000100010001,0.0001000100010001,0.0001000100010001,0.0,0.0001000100010001,-6228.2248807077085,7061.164184722297
-2,4900,AMETHYSTS,10002.0,1.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10003.0,0.0,[],-0.0002999100269919,-0.0001999400179946,-0.0004498650404878,-0.0002999100269919,-0.0003998800359892,-7732.9349284246255,-11764.901489166623
-2,5000,AMETHYSTS,9996.0,1.0,9995.0,20.0,,,10002.0,1.0,10004.0,1.0,10005.0,20.0,9999.0,0.0,[],0.0002000200020002,0.0001000100010001,0.0001000100010001,0.0001000100010001,0.0002000200020002,-4642.160957054774,-11061.340893499973
-2,5100,AMETHYSTS,9996.0,2.0,9995.0,29.0,,,10004.0,2.0,10005.0,29.0,,,10000.0,0.0,[],0.0002,0.0,0.0,0.0,0.00035,1213.1034257671354,-2634.404536099984
-2,5200,AMETHYSTS,9996.0,2.0,9995.0,25.0,,,10004.0,2.0,10005.0,25.0,,,10000.0,0.0,[],-0.00015,0.0,0.0,0.00015,0.0,727.8620554602812,-1580.6427216599902
-2,5300,AMETHYSTS,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.00015,0.0,-3561.6827667238313,-4949.985632995995
-2,5400,AMETHYSTS,9996.0,1.0,9995.0,29.0,,,10004.0,1.0,10005.0,29.0,,,10000.0,0.0,[],0.0001,0.0,-0.00015,-0.00015,0.0,-2137.0096600342986,-2969.991379797597
-2,5500,AMETHYSTS,9998.0,7.0,9996.0,2.0,9995.0,28.0,10004.0,2.0,10005.0,28.0,,,10001.0,0.0,[],-9.999000099990002e-05,9.999000099990002e-05,0.0001999800019998,-0.0001999800019998,-0.0001999800019998,22713.79420397942,2219.6051721214426
-2,5600,AMETHYSTS,10000.0,6.0,9996.0,2.0,9995.0,30.0,10004.0,2.0,10005.0,30.0,,,10002.0,0.0,[],-0.0001999600079984,-0.0001999600079984,-0.0001999600079984,-4.999000199960008e-05,-0.0001999600079984,9633.876522387653,1331.7631032728655
-2,5700,AMETHYSTS,9995.0,29.0,,,,,10002.0,1.0,10005.0,29.0,,,9998.5,0.0,[],0.0001500225033755,0.0002500375056258,5.000750112516878e-05,0.0001500225033755,0.0004500675101265,97722.32591343259,-3203.3421380362806
-2,5800,AMETHYSTS,9996.0,2.0,9995.0,26.0,,,10004.0,2.0,10005.0,26.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0001,0.0002,-49311.80445194046,2080.394717178232
